Zeitliche_Frequenz_Idx,Zeitliche_Frequenz,Aufenthaltsland_Idx,Aufenthaltsland,Maßeinheit_Idx,Maßeinheit,NACEr2_Idx,NACEr2,Geopolitische_Meldeeinheit_Idx,Geopolitische_Meldeeinheit,JahrMonat,value
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2012-01,11022604.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2012-02,11916641.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2012-03,14018007.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2012-04,15472920.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2012-05,18319333.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2012-06,18486480.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2012-07,19202249.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2012-08,20631875.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2012-09,20677647.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2012-10,18473660.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2012-11,13687385.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2012-12,13048683.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2013-01,11115403.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2013-02,11879065.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2013-03,14435053.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2013-04,14772131.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2013-05,18641212.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2013-06,18452404.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2013-07,19788757.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2013-08,21156478.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2013-09,20286746.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2013-10,19138829.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2013-11,14074469.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2013-12,13127938.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2014-01,11248641.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2014-02,11942593.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2014-03,14386635.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2014-04,15631416.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2014-05,19281358.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2014-06,19038903.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2014-07,19574882.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2014-08,21892529.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2014-09,20827544.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2014-10,19988421.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2014-11,14527945.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2014-12,13797418.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2015-01,11556578.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2015-02,12661791.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2015-03,14900948.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2015-04,15964041.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2015-05,19746072.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2015-06,19781740.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2015-07,20464287.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2015-08,22110010.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2015-09,21225480.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2015-10,20110010.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2015-11,15011587.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2015-12,14080853.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2016-01,11974553.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2016-02,13348057.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2016-03,15954005.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2016-04,16409783.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2016-05,20169380.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2016-06,19696533.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2016-07,21179036.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2016-08,22157488.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2016-09,21927299.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2016-10,20972414.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2016-11,15394859.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2016-12,14552608.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2017-01,12583848.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2017-02,13099783.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2017-03,16042495.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2017-04,17837487.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2017-05,20167190.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2017-06,21125497.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2017-07,21917268.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2017-08,22544300.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2017-09,22647945.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2017-10,21082666.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2017-11,15690760.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2017-12,15367170.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2018-01,13101480.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2018-02,14061804.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2018-03,16786508.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2018-04,17707168.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2018-05,20786690.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2018-06,21578596.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2018-07,22313520.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2018-08,22830685.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2018-09,22928889.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2018-10,21426028.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2018-11,16698083.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2018-12,15916948.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2019-01,13482330.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2019-02,14278479.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2019-03,17245355.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2019-04,18739024.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2019-05,21462019.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2019-06,22444094.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2019-07,23119343.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2019-08,23710195.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2019-09,23183123.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2019-10,22423738.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2019-11,17588988.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2019-12,16328679.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2020-01,13864775.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2020-02,15380112.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2020-03,7740767.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2020-04,1971511.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2020-05,4621128.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2020-06,12632414.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2020-07,18716160.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2020-08,21329838.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2020-09,20684529.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2020-10,16504093.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2020-11,4087468.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2020-12,2838349.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2021-01,2695574.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2021-02,3107439.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2021-03,4137244.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2021-04,3661279.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2021-05,5504072.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2021-06,13123434.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2021-07,20453404.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2021-08,24932224.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2021-09,22630882.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2021-10,21909155.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2021-11,13087884.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2021-12,8899682.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2022-01,8223166.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2022-02,9696536.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2022-03,13236667.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2022-04,17218593.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2022-05,20929647.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2022-06,22520323.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2022-07,23273888.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2022-08,24283002.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2022-09,22946025.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2022-10,21772960.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2022-11,16024441.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2022-12,14558365.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2023-01,12437271.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2023-02,13617857.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2023-03,16653163.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2023-04,19151898.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2023-05,21716496.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2023-06,22408088.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2023-07,22770026.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2023-08,23272880.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2023-09,23752902.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2023-10,21682347.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2023-11,16554864.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2023-12,15853665.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2024-01,12972166.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2024-02,14563858.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2024-03,17997130.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2024-04,18118488.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2024-05,22024074.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2024-06,21648966.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2024-07,22745897.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2024-08,23872492.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2024-09,22781654.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2024-10,22253420.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2024-11,17526426.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2024-12,16273011.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2025-01,13196594.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2025-02,13848496.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DE,Deutschland,2025-03,17135323.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2012-01,373561.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2012-02,391453.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2012-03,505729.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2012-04,492314.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2012-05,616594.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2012-06,636396.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2012-07,712568.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2012-08,716730.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2012-09,661522.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2012-10,620851.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2012-11,572312.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2012-12,376351.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2013-01,394210.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2013-02,413564.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2013-03,503272.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2013-04,505776.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2013-05,629380.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2013-06,641831.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2013-07,744291.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2013-08,761678.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2013-09,677292.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2013-10,636260.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2013-11,579813.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2013-12,384224.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2014-01,432607.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2014-02,420143.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2014-03,550470.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2014-04,547529.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2014-05,700714.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2014-06,677751.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2014-07,776965.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2014-08,774450.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2014-09,718257.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2014-10,660143.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2014-11,611552.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2014-12,428310.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2015-01,454584.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2015-02,462673.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2015-03,581930.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2015-04,584287.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2015-05,732893.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2015-06,746377.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2015-07,874241.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2015-08,842941.0
M,Monatlich,DOM,Inland,NR,Anzahl,I551,"Hotels, Gasthöfe und Pensionen",DK,Dänemark,2015-09,783331.0
