Zeitliche_Frequenz_Idx,Zeitliche_Frequenz,Aufenthaltsland_Idx,Aufenthaltsland,Maßeinheit_Idx,Maßeinheit,NACEr2_Idx,NACEr2,Geopolitische_Meldeeinheit_Idx,Geopolitische_Meldeeinheit,JahrMonat,value
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2019-06,10.25
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2019-07,0.97
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2019-08,2.22
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2019-09,2.75
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2019-10,-4.53
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2019-11,12.18
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2019-12,2.63
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2020-01,11.35
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2020-02,24.81
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2020-03,-60.16
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2020-04,-94.75
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2020-05,-88.25
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2020-06,-63.02
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2020-07,-32.9
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2020-08,-3.67
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2020-09,-10.5
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2020-10,-24.26
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2020-11,-61.83
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2020-12,-56.75
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2021-01,-66.13
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2021-02,-78.71
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2021-03,-29.38
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2021-04,544.66
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2021-05,490.43
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2021-06,134.35
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2021-07,50.6
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2021-08,25.27
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2021-09,23.21
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2021-10,59.1
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2021-11,136.53
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2021-12,87.42
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2022-01,114.25
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2022-02,290.48
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2022-03,215.96
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2022-04,215.83
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2022-05,49.66
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2022-06,18.24
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2022-07,8.49
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2022-08,-14.73
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2022-09,-5.38
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2022-10,-3.92
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2022-11,5.52
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2022-12,30.24
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2023-01,39.07
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2023-02,16.98
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2023-03,15.75
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2023-04,5.94
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2023-05,-1.67
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2023-06,-9.17
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2023-07,-6.09
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2023-08,-8.54
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2023-09,-5.13
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2023-10,-2.03
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2023-11,1.73
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2023-12,9.08
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2024-01,-2.37
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2024-02,2.92
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2024-03,9.24
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2024-04,-13.2
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2024-05,6.36
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2024-06,3.0
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2024-07,-2.02
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2024-08,3.97
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2024-09,-1.13
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2024-10,1.94
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2024-11,22.83
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2024-12,-0.08
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2025-01,13.32
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2025-02,0.8
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",PT,Portugal,2025-03,4.27
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2012-01,3.51
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2012-02,5.31
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2012-03,5.94
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2012-04,-0.58
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2012-05,-0.26
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2012-06,-0.39
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2012-07,0.13
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2012-08,2.71
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2012-09,-0.29
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2012-10,0.67
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2012-11,3.79
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2012-12,3.69
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2013-01,1.25
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2013-02,-2.1
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2013-03,-0.83
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2013-04,7.05
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2013-05,5.95
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2013-06,4.17
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2013-07,3.83
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2013-08,2.51
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2013-09,1.14
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2013-10,4.56
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2013-11,4.64
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2013-12,1.52
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2014-01,5.23
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2014-02,5.15
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2014-03,1.5
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2014-04,-0.96
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2014-05,5.12
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2014-06,7.98
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2014-07,3.68
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2014-08,4.54
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2014-09,7.57
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2014-10,7.14
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2014-11,2.17
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2014-12,10.28
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2015-01,10.06
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2015-02,7.92
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2015-03,5.2
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2015-04,9.85
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2015-05,4.5
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2015-06,7.64
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2015-07,12.04
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2015-08,6.33
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2015-09,6.81
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2015-10,7.52
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2015-11,3.32
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2015-12,5.17
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2016-01,0.51
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2016-02,6.05
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2016-03,4.05
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2016-04,13.33
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2016-05,-0.21
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2016-06,-0.28
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2016-07,0.4
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2016-08,7.34
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2016-09,6.1
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2016-10,2.68
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2016-11,7.4
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2016-12,7.86
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2017-01,10.74
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2017-02,3.37
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2017-03,9.23
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2017-04,0.28
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2017-05,6.61
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2017-06,6.0
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2017-07,0.04
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2017-08,1.24
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2017-09,2.5
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2017-10,-0.07
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2017-11,3.71
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2017-12,3.16
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2018-01,3.35
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2018-02,2.91
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2018-03,1.31
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2018-04,3.68
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2018-05,-0.36
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2018-06,0.97
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2018-07,1.28
M,Monatlich,DOM,Inland,PCH_SM,Veränderung in Prozent gegenüber dem Vorjahreszeitraum,I551,"Hotels, Gasthöfe und Pensionen",SE,Schweden,2018-08,2.02
